time,step,price,size,side,kind
2026-09-12T18:45:46,474,994,9.13,sell,market
2026-09-12T18:45:46,476,994,2.259999999999998,sell,market
2026-09-12T18:45:46,476,993,4.580000000000002,sell,market
2026-09-12T18:45:46,477,993,19.61,sell,market
2026-09-12T18:45:46,481,993,15.58,sell,market
2026-09-12T18:45:46,483,993,7.680000000000005,sell,market
2026-09-12T18:45:46,483,992,4.679999999999994,sell,market
2026-09-12T18:45:46,483,992,17.24,sell,stop
2026-09-12T18:45:46,483,992,21.96,sell,stop
2026-09-12T18:45:46,483,992,0.5100000000000087,sell,stop
2026-09-12T18:45:46,483,991,19.13999999999999,sell,stop
2026-09-12T18:45:46,483,991,14.96,sell,stop
2026-09-12T18:45:46,483,991,7.100000000000012,sell,stop
2026-09-12T18:45:46,483,990,11.779999999999987,sell,stop
2026-09-12T18:45:46,483,990,14.45,sell,stop
2026-09-12T18:45:46,483,990,17.24,sell,stop
2026-09-12T18:45:46,485,990,10.810000000000016,sell,market
2026-09-12T18:45:46,485,989,8.429999999999982,sell,market
2026-09-12T18:45:46,490,989,16.14,sell,market
2026-09-12T18:45:46,492,989,7.28,sell,market
2026-09-12T18:45:46,495,989,1.2600000000000167,sell,market
2026-09-12T18:45:46,495,988,11.809999999999985,sell,market
2026-09-12T18:45:46,495,988,15.78,sell,stop
2026-09-12T18:45:46,500,993,12.53,buy,market
2026-09-12T18:45:46,500,988,2.4200000000000177,sell,stop
2026-09-12T18:45:46,500,987,10.109999999999982,sell,stop
2026-09-12T18:45:46,500,987,7.4,sell,stop
2026-09-12T18:45:46,500,987,19.5,sell,stop
2026-09-12T18:45:46,501,992,13.6,buy,market
2026-09-12T18:45:46,505,987,7.84,sell,market
2026-09-12T18:45:46,507,992,11.95,buy,market
2026-09-12T18:45:46,508,992,4.790000000000003,buy,market
2026-09-12T18:45:46,508,993,9.909999999999997,buy,market
2026-09-12T18:45:46,508,993,7.84,buy,stop
2026-09-12T18:45:46,514,988,18.86,sell,market
2026-09-12T18:45:46,517,993,19.89,buy,market
2026-09-12T18:45:46,518,993,5.76,buy,market
2026-09-12T18:45:46,519,988,19.910000000000004,sell,market
2026-09-12T18:45:46,519,987,3.729999999999997,sell,market
2026-09-12T18:45:46,525,987,11.48,sell,market
2026-09-12T18:45:46,526,987,1.2900000000000276,sell,market
2026-09-12T18:45:46,526,986,13.569999999999972,sell,market
2026-09-12T18:45:46,526,986,11.500000000000028,sell,stop
2026-09-12T18:45:46,526,985,5.459999999999972,sell,stop
2026-09-12T18:45:46,526,985,16.88,sell,stop
2026-09-12T18:45:46,526,985,15.790000000000031,sell,stop
2026-09-12T18:45:46,526,984,2.779999999999969,sell,stop
2026-09-12T18:45:46,526,984,20.65,sell,stop
2026-09-12T18:45:46,526,984,6.79,sell,stop
2026-09-12T18:45:46,526,984,15.110000000000028,sell,stop
2026-09-12T18:45:46,526,983,4.569999999999972,sell,stop
2026-09-12T18:45:46,526,983,11.95,sell,stop
2026-09-12T18:45:46,526,983,14.7,sell,stop
2026-09-12T18:45:46,526,983,16.89000000000003,sell,stop
2026-09-12T18:45:46,526,982,2.9999999999999716,sell,stop
2026-09-12T18:45:46,526,982,5.76,sell,stop
2026-09-12T18:45:46,529,987,17.48,buy,market
2026-09-12T18:45:46,540,987,18.71,buy,market
2026-09-12T18:45:46,541,982,18.22,sell,market
2026-09-12T18:45:46,545,987,9.080000000000002,buy,market
2026-09-12T18:45:46,545,988,14.389999999999997,buy,market
2026-09-12T18:45:46,555,988,20.51,buy,market
2026-09-12T18:45:46,568,983,14.51,sell,market
2026-09-12T18:45:46,569,988,14.61,buy,market
2026-09-12T18:45:46,572,983,15.33,sell,market
2026-09-12T18:45:46,574,988,13.93,buy,market
